GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_1355: Total - Language spoken most often at home for the total population excluding institutional residents - 100% data,v_CA16_1364: English,v_CA16_2060: Cantonese,v_CA16_2066: Mandarin,v_CA16_2153: English and non-official language,v_CA16_1916: Punjabi (Panjabi),v_CA16_1937: Persian (Farsi),v_CA16_1973: Korean,"v_CA16_1727: Tagalog (Pilipino, Filipino)"
59150640004,DB,Vancouver,0.01969,211,88,85,x,x,x,x,x,x,x,x,x
59150641001,DB,Vancouver,0.01754,360,238,236,x,x,x,x,x,x,x,x,x
59150641002,DB,Vancouver,0.01806,325,199,199,x,x,x,x,x,x,x,x,x
59150642001,DB,Vancouver,0.01869,339,240,235,x,x,x,x,x,x,x,x,x
59150642002,DB,Vancouver,0.01847,306,187,186,x,x,x,x,x,x,x,x,x
59150643003,DB,Vancouver,0.01775,307,198,195,x,x,x,x,x,x,x,x,x
59150643004,DB,Vancouver,0.0174,307,218,217,x,x,x,x,x,x,x,x,x
59150644001,DB,Vancouver,0.01846,305,218,215,x,x,x,x,x,x,x,x,x
59150644002,DB,Vancouver,0.01777,323,215,212,x,x,x,x,x,x,x,x,x
59150645001,DB,Vancouver,0.01775,0,0,0,x,x,x,x,x,x,x,x,x
59150645002,DB,Vancouver,0.01587,84,27,27,x,x,x,x,x,x,x,x,x
59150645003,DB,Vancouver,0.01992,110,55,54,x,x,x,x,x,x,x,x,x
59150645004,DB,Vancouver,0.01723,290,178,176,x,x,x,x,x,x,x,x,x
59150646002,DB,Vancouver,0.01772,265,195,192,x,x,x,x,x,x,x,x,x
59150646005,DB,Vancouver,0.01899,321,216,211,x,x,x,x,x,x,x,x,x
59150647001,DB,Vancouver,0.01788,299,156,156,x,x,x,x,x,x,x,x,x
59150647002,DB,Vancouver,0.01812,272,154,151,x,x,x,x,x,x,x,x,x
59150648006,DB,Vancouver,0.01931,429,147,144,x,x,x,x,x,x,x,x,x
59150649001,DB,Vancouver,0.01917,182,132,127,x,x,x,x,x,x,x,x,x
59150649002,DB,Vancouver,0.01876,0,0,0,x,x,x,x,x,x,x,x,x
59150649003,DB,Vancouver,0.08102,38,0,0,x,x,x,x,x,x,x,x,x
59150649004,DB,Vancouver,0.01849,0,0,0,x,x,x,x,x,x,x,x,x
59150649005,DB,Vancouver,0.01579,395,230,216,x,x,x,x,x,x,x,x,x
59150649006,DB,Vancouver,0.01491,0,0,0,x,x,x,x,x,x,x,x,x
59150649009,DB,Vancouver,0.01845,57,30,28,x,x,x,x,x,x,x,x,x
59150650001,DB,Vancouver,0.01743,191,92,90,x,x,x,x,x,x,x,x,x
59150650002,DB,Vancouver,0.01699,277,160,156,x,x,x,x,x,x,x,x,x
59150651001,DB,Vancouver,0.0147,157,86,54,x,x,x,x,x,x,x,x,x
59150651002,DB,Vancouver,0.01424,235,133,128,x,x,x,x,x,x,x,x,x
59150652001,DB,Vancouver,0.01591,248,127,126,x,x,x,x,x,x,x,x,x
59150652002,DB,Vancouver,0.01329,236,124,118,x,x,x,x,x,x,x,x,x
59150652003,DB,Vancouver,0.01117,234,99,95,x,x,x,x,x,x,x,x,x
59150653001,DB,Vancouver,0.01677,200,110,106,x,x,x,x,x,x,x,x,x
59150653002,DB,Vancouver,0.01357,154,94,91,x,x,x,x,x,x,x,x,x
59150653003,DB,Vancouver,0.01427,121,68,66,x,x,x,x,x,x,x,x,x
59150654001,DB,Vancouver,0.02012,304,159,156,x,x,x,x,x,x,x,x,x
59150654002,DB,Vancouver,0.02087,186,98,93,x,x,x,x,x,x,x,x,x
59150654003,DB,Vancouver,0.01771,125,54,49,x,x,x,x,x,x,x,x,x
59150655001,DB,Vancouver,0.02071,127,51,51,x,x,x,x,x,x,x,x,x
59150655002,DB,Vancouver,0.02034,210,95,92,x,x,x,x,x,x,x,x,x
59150655003,DB,Vancouver,0.02068,159,71,69,x,x,x,x,x,x,x,x,x
59150656001,DB,Vancouver,0.02034,91,56,52,x,x,x,x,x,x,x,x,x
59150656002,DB,Vancouver,0.03966,197,123,113,x,x,x,x,x,x,x,x,x
59150656003,DB,Vancouver,0.01897,151,99,89,x,x,x,x,x,x,x,x,x
59150657001,DB,Vancouver,0.04872,57,27,23,x,x,x,x,x,x,x,x,x
59150657003,DB,Vancouver,0.04008,48,24,22,x,x,x,x,x,x,x,x,x
59150657005,DB,Vancouver,0.02299,25,13,12,x,x,x,x,x,x,x,x,x
59150657006,DB,Vancouver,0.02622,41,16,14,x,x,x,x,x,x,x,x,x
59150657007,DB,Vancouver,0.03123,36,13,11,x,x,x,x,x,x,x,x,x
59150657009,DB,Vancouver,0.03659,35,11,10,x,x,x,x,x,x,x,x,x
59150657010,DB,Vancouver,0.03445,98,50,48,x,x,x,x,x,x,x,x,x
59150657012,DB,Vancouver,0.0221,0,0,0,x,x,x,x,x,x,x,x,x
59150657016,DB,Vancouver,0.06734,68,27,23,x,x,x,x,x,x,x,x,x
59150657017,DB,Vancouver,0.0534,55,18,13,x,x,x,x,x,x,x,x,x
59150657018,DB,Vancouver,0.05306,33,18,12,x,x,x,x,x,x,x,x,x
59150658001,DB,Vancouver,0.02059,241,124,116,x,x,x,x,x,x,x,x,x
59150658002,DB,Vancouver,0.02066,131,66,57,x,x,x,x,x,x,x,x,x
59150658003,DB,Vancouver,0.03398,50,19,17,x,x,x,x,x,x,x,x,x
59150658004,DB,Vancouver,0.01178,89,33,33,x,x,x,x,x,x,x,x,x
59150658005,DB,Vancouver,0.01765,90,31,31,x,x,x,x,x,x,x,x,x
59150658006,DB,Vancouver,0.0205,82,29,27,x,x,x,x,x,x,x,x,x
59150659001,DB,Vancouver,0.02234,17,8,7,x,x,x,x,x,x,x,x,x
59150659002,DB,Vancouver,0.02089,62,29,27,x,x,x,x,x,x,x,x,x
59150659007,DB,Vancouver,0.01588,54,17,16,x,x,x,x,x,x,x,x,x
59150659008,DB,Vancouver,0.01712,65,19,18,x,x,x,x,x,x,x,x,x
59150659009,DB,Vancouver,0.01689,55,21,18,x,x,x,x,x,x,x,x,x
59150659010,DB,Vancouver,0.01682,44,16,16,x,x,x,x,x,x,x,x,x
59150659011,DB,Vancouver,0.00161,0,0,0,x,x,x,x,x,x,x,x,x
59150659016,DB,Vancouver,0.0246,130,69,65,x,x,x,x,x,x,x,x,x
59150659017,DB,Vancouver,0.0206,59,17,16,x,x,x,x,x,x,x,x,x
59150659018,DB,Vancouver,0.02171,62,29,28,x,x,x,x,x,x,x,x,x
59150659019,DB,Vancouver,0.02307,43,13,13,x,x,x,x,x,x,x,x,x
59150660001,DB,Vancouver,0.02297,15,7,5,x,x,x,x,x,x,x,x,x
59150660002,DB,Vancouver,0.026,44,19,17,x,x,x,x,x,x,x,x,x
59150660003,DB,Vancouver,0.02517,32,12,11,x,x,x,x,x,x,x,x,x
59150660004,DB,Vancouver,0.02177,45,16,16,x,x,x,x,x,x,x,x,x
59150660005,DB,Vancouver,0.02265,43,14,13,x,x,x,x,x,x,x,x,x
59150660006,DB,Vancouver,0.01786,48,17,14,x,x,x,x,x,x,x,x,x
59150660007,DB,Vancouver,0.02181,61,18,17,x,x,x,x,x,x,x,x,x
59150660008,DB,Vancouver,0.0164,61,21,21,x,x,x,x,x,x,x,x,x
59150660009,DB,Vancouver,0.02229,50,17,15,x,x,x,x,x,x,x,x,x
59150660010,DB,Vancouver,0.02591,21,13,8,x,x,x,x,x,x,x,x,x
59150660011,DB,Vancouver,0.02161,27,13,11,x,x,x,x,x,x,x,x,x
59150660012,DB,Vancouver,0.02184,29,10,10,x,x,x,x,x,x,x,x,x
59150661001,DB,Vancouver,0.01731,20,7,7,x,x,x,x,x,x,x,x,x
59150661002,DB,Vancouver,0.01978,27,12,11,x,x,x,x,x,x,x,x,x
59150661003,DB,Vancouver,0.01767,40,14,12,x,x,x,x,x,x,x,x,x
59150661004,DB,Vancouver,0.01759,45,17,15,x,x,x,x,x,x,x,x,x
59150661006,DB,Vancouver,0.01928,44,18,16,x,x,x,x,x,x,x,x,x
59150661008,DB,Vancouver,0.02554,55,17,16,x,x,x,x,x,x,x,x,x
59150661009,DB,Vancouver,0.0311,81,22,21,x,x,x,x,x,x,x,x,x
59150661010,DB,Vancouver,0.03531,51,16,15,x,x,x,x,x,x,x,x,x
59150661011,DB,Vancouver,0.04067,79,28,25,x,x,x,x,x,x,x,x,x
59150661012,DB,Vancouver,0.03874,55,20,19,x,x,x,x,x,x,x,x,x
59150661013,DB,Vancouver,0.02194,0,0,0,x,x,x,x,x,x,x,x,x
59150661014,DB,Vancouver,0.01783,41,16,12,x,x,x,x,x,x,x,x,x
59150662003,DB,Vancouver,0.02464,56,15,14,x,x,x,x,x,x,x,x,x
59150662004,DB,Vancouver,0.02304,57,20,17,x,x,x,x,x,x,x,x,x
59150662005,DB,Vancouver,0.02178,37,15,14,x,x,x,x,x,x,x,x,x
59150662006,DB,Vancouver,0.02182,50,13,13,x,x,x,x,x,x,x,x,x
59150662007,DB,Vancouver,0.0207,49,17,16,x,x,x,x,x,x,x,x,x
59150662008,DB,Vancouver,0.01799,43,14,13,x,x,x,x,x,x,x,x,x
59150662009,DB,Vancouver,0.0178,39,14,14,x,x,x,x,x,x,x,x,x
59150662016,DB,Vancouver,0.03218,43,21,11,x,x,x,x,x,x,x,x,x
59150662017,DB,Vancouver,0.02533,55,13,13,x,x,x,x,x,x,x,x,x
59150662018,DB,Vancouver,0.05363,0,0,0,x,x,x,x,x,x,x,x,x
59150662019,DB,Vancouver,0.02294,0,0,0,x,x,x,x,x,x,x,x,x
59150663001,DB,Vancouver,0.02783,43,16,13,x,x,x,x,x,x,x,x,x
59150663002,DB,Vancouver,0.01939,38,13,12,x,x,x,x,x,x,x,x,x
59150663003,DB,Vancouver,0.02463,42,16,14,x,x,x,x,x,x,x,x,x
59150663004,DB,Vancouver,0.01298,10,4,3,x,x,x,x,x,x,x,x,x
59150663005,DB,Vancouver,0.03037,50,14,12,x,x,x,x,x,x,x,x,x
59150663006,DB,Vancouver,0.02996,40,20,17,x,x,x,x,x,x,x,x,x
59150663007,DB,Vancouver,0.01722,36,14,13,x,x,x,x,x,x,x,x,x
59150663008,DB,Vancouver,0.01917,40,13,13,x,x,x,x,x,x,x,x,x
59150663009,DB,Vancouver,0.02499,27,9,7,x,x,x,x,x,x,x,x,x
59150663010,DB,Vancouver,0.02293,44,15,12,x,x,x,x,x,x,x,x,x
59150663011,DB,Vancouver,0.02458,42,12,12,x,x,x,x,x,x,x,x,x
59150663012,DB,Vancouver,0.02356,34,11,11,x,x,x,x,x,x,x,x,x
59150664003,DB,Vancouver,0.00568,0,0,0,x,x,x,x,x,x,x,x,x
59150664004,DB,Vancouver,0.0127,19,8,7,x,x,x,x,x,x,x,x,x
59150664009,DB,Vancouver,0.02413,43,18,16,x,x,x,x,x,x,x,x,x
59150664010,DB,Vancouver,0.02456,40,20,15,x,x,x,x,x,x,x,x,x
59150664011,DB,Vancouver,0.00526,10,4,4,x,x,x,x,x,x,x,x,x
59150664012,DB,Vancouver,0.01288,0,0,0,x,x,x,x,x,x,x,x,x
59150664013,DB,Vancouver,0.00754,20,7,7,x,x,x,x,x,x,x,x,x
59150664014,DB,Vancouver,0.00219,0,1,1,x,x,x,x,x,x,x,x,x
59150664015,DB,Vancouver,0.02436,42,16,16,x,x,x,x,x,x,x,x,x
59150664016,DB,Vancouver,0.01636,44,18,17,x,x,x,x,x,x,x,x,x
59150664023,DB,Vancouver,0.02342,45,14,14,x,x,x,x,x,x,x,x,x
59150664024,DB,Vancouver,0.01602,18,7,7,x,x,x,x,x,x,x,x,x
59150664025,DB,Vancouver,0.02056,29,9,9,x,x,x,x,x,x,x,x,x
59150664026,DB,Vancouver,0.02237,52,16,15,x,x,x,x,x,x,x,x,x
59150664027,DB,Vancouver,0.02394,47,16,15,x,x,x,x,x,x,x,x,x
59150664028,DB,Vancouver,0.03475,84,23,23,x,x,x,x,x,x,x,x,x
59150665001,DB,Vancouver,0.00346,0,0,0,x,x,x,x,x,x,x,x,x
59150665002,DB,Vancouver,0.02342,70,27,25,x,x,x,x,x,x,x,x,x
59150665003,DB,Vancouver,0.02231,86,27,27,x,x,x,x,x,x,x,x,x
59150665004,DB,Vancouver,0.02177,40,14,13,x,x,x,x,x,x,x,x,x
59150665005,DB,Vancouver,0.03262,62,23,19,x,x,x,x,x,x,x,x,x
59150665006,DB,Vancouver,0.00911,33,11,11,x,x,x,x,x,x,x,x,x
59150665007,DB,Vancouver,0.01223,35,12,11,x,x,x,x,x,x,x,x,x
59150665008,DB,Vancouver,0.0081,15,6,5,x,x,x,x,x,x,x,x,x
59150665009,DB,Vancouver,0.01077,26,11,10,x,x,x,x,x,x,x,x,x
59150665010,DB,Vancouver,0.01298,46,21,21,x,x,x,x,x,x,x,x,x
59150665011,DB,Vancouver,0.01327,62,24,22,x,x,x,x,x,x,x,x,x
59150666003,DB,Vancouver,0.02863,39,9,9,x,x,x,x,x,x,x,x,x
59150666004,DB,Vancouver,0.02502,32,10,10,x,x,x,x,x,x,x,x,x
59150666005,DB,Vancouver,0.03436,53,16,15,x,x,x,x,x,x,x,x,x
59150666006,DB,Vancouver,0.01963,18,8,7,x,x,x,x,x,x,x,x,x
59150666007,DB,Vancouver,0.01304,19,7,7,x,x,x,x,x,x,x,x,x
59150666008,DB,Vancouver,0.01528,25,6,6,x,x,x,x,x,x,x,x,x
59150666009,DB,Vancouver,0.02107,24,8,7,x,x,x,x,x,x,x,x,x
59150666010,DB,Vancouver,0.02249,31,10,10,x,x,x,x,x,x,x,x,x
59150666011,DB,Vancouver,0.03075,30,15,12,x,x,x,x,x,x,x,x,x
59150666012,DB,Vancouver,0.02331,51,15,15,x,x,x,x,x,x,x,x,x
59150666013,DB,Vancouver,0.02901,53,19,18,x,x,x,x,x,x,x,x,x
59150666014,DB,Vancouver,0.02555,48,15,14,x,x,x,x,x,x,x,x,x
59150667001,DB,Vancouver,0.01767,44,14,13,x,x,x,x,x,x,x,x,x
59150667002,DB,Vancouver,0.01692,34,15,13,x,x,x,x,x,x,x,x,x
59150667003,DB,Vancouver,0.01741,58,16,16,x,x,x,x,x,x,x,x,x
59150667004,DB,Vancouver,0.02001,45,17,16,x,x,x,x,x,x,x,x,x
59150667005,DB,Vancouver,0.05384,25,9,7,x,x,x,x,x,x,x,x,x
59150667006,DB,Vancouver,0.01801,31,10,10,x,x,x,x,x,x,x,x,x
59150667007,DB,Vancouver,0.01707,35,15,12,x,x,x,x,x,x,x,x,x
59150667008,DB,Vancouver,0.01681,42,13,11,x,x,x,x,x,x,x,x,x
59150667009,DB,Vancouver,0.0174,56,18,17,x,x,x,x,x,x,x,x,x
59150667010,DB,Vancouver,0.01598,43,14,13,x,x,x,x,x,x,x,x,x
59150667011,DB,Vancouver,0.01615,49,14,14,x,x,x,x,x,x,x,x,x
59150668001,DB,Vancouver,0.35511,413,208,195,x,x,x,x,x,x,x,x,x
59150668002,DB,Vancouver,0.01689,34,13,13,x,x,x,x,x,x,x,x,x
59150668003,DB,Vancouver,0.0162,44,14,14,x,x,x,x,x,x,x,x,x
59150669007,DB,Vancouver,0.0168,35,14,13,x,x,x,x,x,x,x,x,x
59150669008,DB,Vancouver,0.07022,537,124,114,x,x,x,x,x,x,x,x,x
59150670001,DB,Vancouver,0.0164,46,19,16,x,x,x,x,x,x,x,x,x
59150670002,DB,Vancouver,0.01105,37,13,11,x,x,x,x,x,x,x,x,x
59150670003,DB,Vancouver,0.01892,66,22,19,x,x,x,x,x,x,x,x,x
59150670004,DB,Vancouver,0.0275,52,22,20,x,x,x,x,x,x,x,x,x
59150670005,DB,Vancouver,0.02416,52,20,20,x,x,x,x,x,x,x,x,x
59150670006,DB,Vancouver,0.01747,45,16,16,x,x,x,x,x,x,x,x,x
59150670007,DB,Vancouver,0.0222,70,22,22,x,x,x,x,x,x,x,x,x
59150670008,DB,Vancouver,0.01711,47,17,14,x,x,x,x,x,x,x,x,x
59150670009,DB,Vancouver,0.0169,47,16,14,x,x,x,x,x,x,x,x,x
59150670010,DB,Vancouver,0.01714,61,20,18,x,x,x,x,x,x,x,x,x
59150671001,DB,Vancouver,0.02662,0,1,0,x,x,x,x,x,x,x,x,x
59150671004,DB,Vancouver,0.01796,0,1,1,x,x,x,x,x,x,x,x,x
59150671005,DB,Vancouver,0.01918,94,37,37,x,x,x,x,x,x,x,x,x
59150671010,DB,Vancouver,0.02394,100,31,30,x,x,x,x,x,x,x,x,x
59150671011,DB,Vancouver,0.01145,29,12,12,x,x,x,x,x,x,x,x,x
59150671013,DB,Vancouver,0.05977,115,20,20,x,x,x,x,x,x,x,x,x
59150671015,DB,Vancouver,0.10892,15,0,0,x,x,x,x,x,x,x,x,x
59150671016,DB,Vancouver,0.09262,219,1,1,x,x,x,x,x,x,x,x,x
59150671017,DB,Vancouver,0.0038,0,0,0,x,x,x,x,x,x,x,x,x
59150671018,DB,Vancouver,0.04751,0,0,0,x,x,x,x,x,x,x,x,x
59150672001,DB,Vancouver,0.0142,43,16,16,x,x,x,x,x,x,x,x,x
59150672002,DB,Vancouver,0.01402,48,19,18,x,x,x,x,x,x,x,x,x
59150672003,DB,Vancouver,0.02483,52,22,19,x,x,x,x,x,x,x,x,x
59150672006,DB,Vancouver,0.02817,186,222,103,x,x,x,x,x,x,x,x,x
59150672010,DB,Vancouver,0.0211,80,21,20,x,x,x,x,x,x,x,x,x
59150672012,DB,Vancouver,0.02725,54,21,20,x,x,x,x,x,x,x,x,x
59150672013,DB,Vancouver,0.04164,188,82,77,x,x,x,x,x,x,x,x,x
59150673001,DB,Vancouver,0.01039,39,17,17,x,x,x,x,x,x,x,x,x
59150673005,DB,Vancouver,0.01456,74,40,39,x,x,x,x,x,x,x,x,x
59150673006,DB,Vancouver,0.0142,54,20,20,x,x,x,x,x,x,x,x,x
59150673007,DB,Vancouver,0.01465,50,17,15,x,x,x,x,x,x,x,x,x
59150673008,DB,Vancouver,0.01467,60,16,16,x,x,x,x,x,x,x,x,x
59150673011,DB,Vancouver,0.05245,97,35,33,x,x,x,x,x,x,x,x,x
59150673012,DB,Vancouver,0.02356,70,27,24,x,x,x,x,x,x,x,x,x
59150674001,DB,Vancouver,0.01416,82,28,26,x,x,x,x,x,x,x,x,x
59150674002,DB,Vancouver,0.00941,30,14,12,x,x,x,x,x,x,x,x,x
59150674005,DB,Vancouver,0.0097,41,16,16,x,x,x,x,x,x,x,x,x
59150674006,DB,Vancouver,0.01443,74,26,25,x,x,x,x,x,x,x,x,x
59150674011,DB,Vancouver,0.01771,68,23,22,x,x,x,x,x,x,x,x,x
59150674012,DB,Vancouver,0.01494,67,23,21,x,x,x,x,x,x,x,x,x
59150674013,DB,Vancouver,0.01764,70,25,22,x,x,x,x,x,x,x,x,x
59150674014,DB,Vancouver,0.01454,56,25,19,x,x,x,x,x,x,x,x,x
59150675001,DB,Vancouver,0.01615,103,39,38,x,x,x,x,x,x,x,x,x
59150675002,DB,Vancouver,0.01625,0,0,0,x,x,x,x,x,x,x,x,x
59150675003,DB,Vancouver,0.00588,90,42,41,x,x,x,x,x,x,x,x,x
59150675004,DB,Vancouver,0.00627,29,18,18,x,x,x,x,x,x,x,x,x
59150675005,DB,Vancouver,0.00622,98,55,55,x,x,x,x,x,x,x,x,x
59150675006,DB,Vancouver,0.01588,109,34,34,x,x,x,x,x,x,x,x,x
59150675007,DB,Vancouver,0.01591,108,34,34,x,x,x,x,x,x,x,x,x
59150675008,DB,Vancouver,0.00883,130,86,86,x,x,x,x,x,x,x,x,x
59150676001,DB,Vancouver,0.01874,135,77,75,x,x,x,x,x,x,x,x,x
59150676002,DB,Vancouver,0.01904,151,82,76,x,x,x,x,x,x,x,x,x
59150676003,DB,Vancouver,0.02181,189,96,91,x,x,x,x,x,x,x,x,x
59150676004,DB,Vancouver,0.0218,71,27,23,x,x,x,x,x,x,x,x,x
59150677001,DB,Vancouver,0.02017,122,42,42,x,x,x,x,x,x,x,x,x
59150677002,DB,Vancouver,0.02095,148,49,47,x,x,x,x,x,x,x,x,x
59150677003,DB,Vancouver,0.02385,136,52,48,x,x,x,x,x,x,x,x,x
59150677004,DB,Vancouver,0.02442,117,72,44,x,x,x,x,x,x,x,x,x
59150678001,DB,Vancouver,0.01936,115,47,45,x,x,x,x,x,x,x,x,x
59150678002,DB,Vancouver,0.02057,177,92,88,x,x,x,x,x,x,x,x,x
59150678003,DB,Vancouver,0.02274,154,63,59,x,x,x,x,x,x,x,x,x
59150678004,DB,Vancouver,0.02053,148,69,64,x,x,x,x,x,x,x,x,x
59150679001,DB,Vancouver,0.02142,182,93,88,x,x,x,x,x,x,x,x,x
59150679002,DB,Vancouver,0.02038,100,57,50,x,x,x,x,x,x,x,x,x
59150679003,DB,Vancouver,0.02225,132,66,52,x,x,x,x,x,x,x,x,x
59150680001,DB,Vancouver,0.01469,140,65,59,x,x,x,x,x,x,x,x,x
59150680002,DB,Vancouver,0.0154,94,52,49,x,x,x,x,x,x,x,x,x
59150680003,DB,Vancouver,0.01452,88,35,34,x,x,x,x,x,x,x,x,x
59150680004,DB,Vancouver,0.01148,67,36,33,x,x,x,x,x,x,x,x,x
59150680005,DB,Vancouver,0.01125,100,48,48,x,x,x,x,x,x,x,x,x
59150680006,DB,Vancouver,0.01886,176,95,92,x,x,x,x,x,x,x,x,x
59150680007,DB,Vancouver,0.03316,0,0,0,x,x,x,x,x,x,x,x,x
59150681001,DB,Vancouver,0.02293,127,71,58,x,x,x,x,x,x,x,x,x
59150681002,DB,Vancouver,0.02099,186,79,73,x,x,x,x,x,x,x,x,x
59150681003,DB,Vancouver,0.01706,132,53,47,x,x,x,x,x,x,x,x,x
59150682001,DB,Vancouver,0.02075,121,55,53,x,x,x,x,x,x,x,x,x
59150682002,DB,Vancouver,0.01913,143,63,57,x,x,x,x,x,x,x,x,x
59150682003,DB,Vancouver,0.01712,117,55,45,x,x,x,x,x,x,x,x,x
59150682004,DB,Vancouver,0.01758,100,59,43,x,x,x,x,x,x,x,x,x
59150682005,DB,Vancouver,0.00909,79,32,29,x,x,x,x,x,x,x,x,x
59150682006,DB,Vancouver,0.00562,37,14,13,x,x,x,x,x,x,x,x,x
59150682007,DB,Vancouver,0.01234,141,75,71,x,x,x,x,x,x,x,x,x
59150683001,DB,Vancouver,0.02121,118,45,45,x,x,x,x,x,x,x,x,x
59150683002,DB,Vancouver,0.01853,118,46,44,x,x,x,x,x,x,x,x,x
59150683003,DB,Vancouver,0.0176,109,45,42,x,x,x,x,x,x,x,x,x
59150683004,DB,Vancouver,0.0199,114,51,50,x,x,x,x,x,x,x,x,x
59150683005,DB,Vancouver,0.01434,112,37,33,x,x,x,x,x,x,x,x,x
59150684001,DB,Vancouver,0.01465,152,83,78,x,x,x,x,x,x,x,x,x
59150684004,DB,Vancouver,0.0147,108,45,43,x,x,x,x,x,x,x,x,x
59150684005,DB,Vancouver,0.016,132,48,44,x,x,x,x,x,x,x,x,x
59150684006,DB,Vancouver,0.01557,106,42,38,x,x,x,x,x,x,x,x,x
59150684007,DB,Vancouver,0.01883,212,123,115,x,x,x,x,x,x,x,x,x
59150684009,DB,Vancouver,0.01437,54,32,28,x,x,x,x,x,x,x,x,x
59150684010,DB,Vancouver,0.00048,0,0,0,x,x,x,x,x,x,x,x,x
59150685001,DB,Vancouver,0.01418,124,51,45,x,x,x,x,x,x,x,x,x
59150685002,DB,Vancouver,0.01326,131,71,62,x,x,x,x,x,x,x,x,x
59150685003,DB,Vancouver,0.01081,99,39,36,x,x,x,x,x,x,x,x,x
59150685004,DB,Vancouver,0.0174,137,51,49,x,x,x,x,x,x,x,x,x
59150685005,DB,Vancouver,0.02322,197,78,76,x,x,x,x,x,x,x,x,x
59150685006,DB,Vancouver,0.01732,145,58,56,x,x,x,x,x,x,x,x,x
59150685007,DB,Vancouver,0.01414,114,53,48,x,x,x,x,x,x,x,x,x
59150686001,DB,Vancouver,0.01738,109,57,49,x,x,x,x,x,x,x,x,x
59150686002,DB,Vancouver,0.01706,117,52,46,x,x,x,x,x,x,x,x,x
59150686003,DB,Vancouver,0.01124,101,64,56,x,x,x,x,x,x,x,x,x
59150687001,DB,Vancouver,0.01143,85,31,31,x,x,x,x,x,x,x,x,x
59150687002,DB,Vancouver,0.01339,118,54,54,x,x,x,x,x,x,x,x,x
59150687003,DB,Vancouver,0.01294,99,50,48,x,x,x,x,x,x,x,x,x
59150687004,DB,Vancouver,0.01938,138,79,77,x,x,x,x,x,x,x,x,x
59150688001,DB,Vancouver,0.00993,10,6,6,x,x,x,x,x,x,x,x,x
59150688002,DB,Vancouver,0.02073,197,88,81,x,x,x,x,x,x,x,x,x
59150688003,DB,Vancouver,0.04625,328,129,121,x,x,x,x,x,x,x,x,x
59150689001,DB,Vancouver,0.02099,88,33,31,x,x,x,x,x,x,x,x,x
59150689002,DB,Vancouver,0.01787,0,0,0,x,x,x,x,x,x,x,x,x
59150689003,DB,Vancouver,0.01122,74,30,28,x,x,x,x,x,x,x,x,x
59150689004,DB,Vancouver,0.03991,285,123,116,x,x,x,x,x,x,x,x,x
59150690001,DB,Vancouver,0.01613,87,38,34,x,x,x,x,x,x,x,x,x
59150690002,DB,Vancouver,0.01617,103,41,39,x,x,x,x,x,x,x,x,x
59150690003,DB,Vancouver,0.01538,177,101,95,x,x,x,x,x,x,x,x,x
59150690004,DB,Vancouver,0.01399,41,22,21,x,x,x,x,x,x,x,x,x
59150690005,DB,Vancouver,0.01299,86,35,32,x,x,x,x,x,x,x,x,x
59150690006,DB,Vancouver,0.01216,65,26,24,x,x,x,x,x,x,x,x,x
59150691001,DB,Vancouver,0.01187,61,26,25,x,x,x,x,x,x,x,x,x
59150691002,DB,Vancouver,0.0131,65,32,29,x,x,x,x,x,x,x,x,x
59150691003,DB,Vancouver,0.013,71,34,34,x,x,x,x,x,x,x,x,x
59150691004,DB,Vancouver,0.01518,151,74,69,x,x,x,x,x,x,x,x,x
59150691005,DB,Vancouver,0.03822,159,76,71,x,x,x,x,x,x,x,x,x
59150692001,DB,Vancouver,0.01178,102,34,34,x,x,x,x,x,x,x,x,x
59150692002,DB,Vancouver,0.00758,57,23,21,x,x,x,x,x,x,x,x,x
59150692003,DB,Vancouver,0.03436,263,100,97,x,x,x,x,x,x,x,x,x
59150692004,DB,Vancouver,0.02752,218,73,70,x,x,x,x,x,x,x,x,x
59150693001,DB,Vancouver,0.01309,83,33,31,x,x,x,x,x,x,x,x,x
59150693002,DB,Vancouver,0.01223,74,23,21,x,x,x,x,x,x,x,x,x
59150693003,DB,Vancouver,0.01246,79,30,29,x,x,x,x,x,x,x,x,x
59150693004,DB,Vancouver,0.00528,32,16,14,x,x,x,x,x,x,x,x,x
59150693005,DB,Vancouver,0.01912,73,37,33,x,x,x,x,x,x,x,x,x
59150693006,DB,Vancouver,0.0102,78,30,30,x,x,x,x,x,x,x,x,x
59150694001,DB,Vancouver,0.01737,145,45,43,x,x,x,x,x,x,x,x,x
59150694002,DB,Vancouver,0.01802,103,48,41,x,x,x,x,x,x,x,x,x
59150694003,DB,Vancouver,0.12082,0,0,0,x,x,x,x,x,x,x,x,x
59150694004,DB,Vancouver,0.02946,241,93,91,x,x,x,x,x,x,x,x,x
59150695001,DB,Vancouver,0.01263,85,33,30,x,x,x,x,x,x,x,x,x
59150695002,DB,Vancouver,0.01284,77,34,28,x,x,x,x,x,x,x,x,x
59150695003,DB,Vancouver,0.14823,92,41,37,x,x,x,x,x,x,x,x,x
59150695004,DB,Vancouver,0.22281,220,91,83,x,x,x,x,x,x,x,x,x
59150695005,DB,Vancouver,0.01745,90,45,40,x,x,x,x,x,x,x,x,x
59150696001,DB,Vancouver,0.03189,254,91,88,x,x,x,x,x,x,x,x,x
