GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_1355: Total - Language spoken most often at home for the total population excluding institutional residents - 100% data,v_CA16_1364: English,v_CA16_2060: Cantonese,v_CA16_2066: Mandarin,v_CA16_2153: English and non-official language,v_CA16_1916: Punjabi (Panjabi),v_CA16_1937: Persian (Farsi),v_CA16_1973: Korean,"v_CA16_1727: Tagalog (Pilipino, Filipino)"
59151861005,DB,Surrey,0.01989,25,8,7,x,x,x,x,x,x,x,x,x
59151861006,DB,Surrey,0.04287,852,297,292,x,x,x,x,x,x,x,x,x
59151861008,DB,Surrey,0.06816,677,231,228,x,x,x,x,x,x,x,x,x
59151861009,DB,Surrey,0.04358,50,20,18,x,x,x,x,x,x,x,x,x
59151861012,DB,Surrey,0.06559,0,0,0,x,x,x,x,x,x,x,x,x
59151861013,DB,Surrey,0.05798,0,0,0,x,x,x,x,x,x,x,x,x
59151861014,DB,Surrey,0.04239,0,0,0,x,x,x,x,x,x,x,x,x
59151862003,DB,Surrey,0.24611,0,1,1,x,x,x,x,x,x,x,x,x
59151862004,DB,Surrey,0.08911,568,391,367,x,x,x,x,x,x,x,x,x
59151865001,DB,Surrey,0.06533,719,298,297,x,x,x,x,x,x,x,x,x
59151866002,DB,Surrey,0.01977,103,19,19,x,x,x,x,x,x,x,x,x
59151866008,DB,Surrey,0.08327,645,284,269,x,x,x,x,x,x,x,x,x
59151871001,DB,Surrey,0.04581,664,192,190,x,x,x,x,x,x,x,x,x
59151872001,DB,Surrey,0.03221,128,46,45,x,x,x,x,x,x,x,x,x
59151872002,DB,Surrey,0.0386,146,50,48,x,x,x,x,x,x,x,x,x
59151872003,DB,Surrey,0.01347,54,15,15,x,x,x,x,x,x,x,x,x
59151872004,DB,Surrey,0.06955,222,65,64,x,x,x,x,x,x,x,x,x
59151873001,DB,Surrey,0.01775,458,237,232,x,x,x,x,x,x,x,x,x
59151874001,DB,Surrey,0.04488,173,60,58,x,x,x,x,x,x,x,x,x
59151874003,DB,Surrey,0.13189,508,177,174,x,x,x,x,x,x,x,x,x
59151880001,DB,Surrey,0.25742,1603,538,532,x,x,x,x,x,x,x,x,x
59151881001,DB,Surrey,0.05963,262,79,75,x,x,x,x,x,x,x,x,x
59151881002,DB,Surrey,0.02107,78,28,27,x,x,x,x,x,x,x,x,x
59151882001,DB,Surrey,0.02045,97,30,29,x,x,x,x,x,x,x,x,x
59151882002,DB,Surrey,0.07863,322,102,98,x,x,x,x,x,x,x,x,x
59151882003,DB,Surrey,0.04537,138,48,47,x,x,x,x,x,x,x,x,x
59151883002,DB,Surrey,0.02629,88,25,24,x,x,x,x,x,x,x,x,x
59151883006,DB,Surrey,0.28073,795,276,263,x,x,x,x,x,x,x,x,x
59151884001,DB,Surrey,0.07459,281,92,88,x,x,x,x,x,x,x,x,x
59151884002,DB,Surrey,0.04725,140,44,41,x,x,x,x,x,x,x,x,x
59151885001,DB,Surrey,0.12414,607,209,177,x,x,x,x,x,x,x,x,x
59151886001,DB,Surrey,0.08442,369,113,110,x,x,x,x,x,x,x,x,x
59151886002,DB,Surrey,0.05276,196,66,64,x,x,x,x,x,x,x,x,x
59151886003,DB,Surrey,0.0358,97,33,32,x,x,x,x,x,x,x,x,x
59151887001,DB,Surrey,0.03381,150,53,51,x,x,x,x,x,x,x,x,x
59151887002,DB,Surrey,0.24034,441,153,147,x,x,x,x,x,x,x,x,x
59151887003,DB,Surrey,0.04229,212,56,52,x,x,x,x,x,x,x,x,x
59151887004,DB,Surrey,0.01816,68,22,20,x,x,x,x,x,x,x,x,x
59151887005,DB,Surrey,0.0437,144,47,45,x,x,x,x,x,x,x,x,x
59151888003,DB,Surrey,1.59484,756,240,206,x,x,x,x,x,x,x,x,x
59151889008,DB,Surrey,0.35189,115,106,77,x,x,x,x,x,x,x,x,x
59151889009,DB,Surrey,0.32112,558,160,152,x,x,x,x,x,x,x,x,x
59151889010,DB,Surrey,0.36217,156,51,48,x,x,x,x,x,x,x,x,x
59151890001,DB,Surrey,0.11714,369,122,122,x,x,x,x,x,x,x,x,x
59151890002,DB,Surrey,0.08846,243,79,79,x,x,x,x,x,x,x,x,x
59151891001,DB,Surrey,0.27697,354,110,110,x,x,x,x,x,x,x,x,x
59151891002,DB,Surrey,0.02055,0,0,0,x,x,x,x,x,x,x,x,x
59151891003,DB,Surrey,0.06347,190,68,67,x,x,x,x,x,x,x,x,x
59151892002,DB,Surrey,0.05813,175,56,54,x,x,x,x,x,x,x,x,x
59151892003,DB,Surrey,0.05051,145,50,49,x,x,x,x,x,x,x,x,x
59151892004,DB,Surrey,0.03285,137,40,38,x,x,x,x,x,x,x,x,x
59151892005,DB,Surrey,0.11198,299,98,94,x,x,x,x,x,x,x,x,x
59151893001,DB,Surrey,0.04888,195,57,57,x,x,x,x,x,x,x,x,x
59151893002,DB,Surrey,0.0776,216,65,65,x,x,x,x,x,x,x,x,x
59151897001,DB,Surrey,0.05936,244,73,68,x,x,x,x,x,x,x,x,x
59151897003,DB,Surrey,0.01929,83,20,19,x,x,x,x,x,x,x,x,x
59151897009,DB,Surrey,0.11795,140,50,46,x,x,x,x,x,x,x,x,x
59151898001,DB,Surrey,0.02673,84,28,28,x,x,x,x,x,x,x,x,x
59151898004,DB,Surrey,0.02008,61,16,16,x,x,x,x,x,x,x,x,x
59151898005,DB,Surrey,0.02046,96,26,25,x,x,x,x,x,x,x,x,x
59151898006,DB,Surrey,0.06018,80,23,23,x,x,x,x,x,x,x,x,x
59151898007,DB,Surrey,0.10236,276,84,79,x,x,x,x,x,x,x,x,x
59151898008,DB,Surrey,0.04085,139,46,45,x,x,x,x,x,x,x,x,x
59151898009,DB,Surrey,0.04242,214,71,60,x,x,x,x,x,x,x,x,x
59151898010,DB,Surrey,0.08202,386,108,103,x,x,x,x,x,x,x,x,x
59151899005,DB,Surrey,0.02774,80,22,22,x,x,x,x,x,x,x,x,x
59151899012,DB,Surrey,0.01021,48,12,12,x,x,x,x,x,x,x,x,x
59151899015,DB,Surrey,0.0713,129,42,35,x,x,x,x,x,x,x,x,x
59151899016,DB,Surrey,0.09255,383,108,102,x,x,x,x,x,x,x,x,x
59151899017,DB,Surrey,1.21669,502,155,153,x,x,x,x,x,x,x,x,x
59151899018,DB,Surrey,0.26819,128,34,33,x,x,x,x,x,x,x,x,x
59151899019,DB,Surrey,0.96188,21,7,7,x,x,x,x,x,x,x,x,x
59151900002,DB,Surrey,0.03087,110,39,36,x,x,x,x,x,x,x,x,x
59151900004,DB,Surrey,0.03111,108,41,38,x,x,x,x,x,x,x,x,x
59151900005,DB,Surrey,0.03539,123,44,40,x,x,x,x,x,x,x,x,x
59151900006,DB,Surrey,0.01745,49,20,18,x,x,x,x,x,x,x,x,x
59151900007,DB,Surrey,0.08135,101,42,31,x,x,x,x,x,x,x,x,x
59151901001,DB,Surrey,0.02421,86,30,30,x,x,x,x,x,x,x,x,x
59151901002,DB,Surrey,0.07001,247,82,80,x,x,x,x,x,x,x,x,x
59151901003,DB,Surrey,0.0479,161,56,52,x,x,x,x,x,x,x,x,x
59151902001,DB,Surrey,0.01846,64,22,21,x,x,x,x,x,x,x,x,x
59151902002,DB,Surrey,0.09946,227,75,70,x,x,x,x,x,x,x,x,x
59151902003,DB,Surrey,0.03652,0,0,0,x,x,x,x,x,x,x,x,x
59151902004,DB,Surrey,0.04166,150,51,48,x,x,x,x,x,x,x,x,x
59151902005,DB,Surrey,0.02185,60,26,24,x,x,x,x,x,x,x,x,x
59151903001,DB,Surrey,0.02305,64,23,20,x,x,x,x,x,x,x,x,x
59151903002,DB,Surrey,0.05627,193,67,61,x,x,x,x,x,x,x,x,x
59151903005,DB,Surrey,0.0361,127,49,43,x,x,x,x,x,x,x,x,x
59151903006,DB,Surrey,0.03498,193,53,47,x,x,x,x,x,x,x,x,x
59151903007,DB,Surrey,0.03483,43,10,10,x,x,x,x,x,x,x,x,x
59151903008,DB,Surrey,0.03743,80,32,30,x,x,x,x,x,x,x,x,x
59151904001,DB,Surrey,0.02046,81,23,23,x,x,x,x,x,x,x,x,x
59151904002,DB,Surrey,0.02105,76,25,23,x,x,x,x,x,x,x,x,x
59151904003,DB,Surrey,0.02057,73,24,23,x,x,x,x,x,x,x,x,x
59151904004,DB,Surrey,0.06035,252,71,69,x,x,x,x,x,x,x,x,x
59151904005,DB,Surrey,0.04275,163,49,47,x,x,x,x,x,x,x,x,x
59151905002,DB,Surrey,0.02392,67,26,26,x,x,x,x,x,x,x,x,x
59151905003,DB,Surrey,0.02235,42,19,18,x,x,x,x,x,x,x,x,x
59151905005,DB,Surrey,0.01981,82,24,23,x,x,x,x,x,x,x,x,x
59151905006,DB,Surrey,0.02431,96,31,27,x,x,x,x,x,x,x,x,x
59151905008,DB,Surrey,0.02962,109,40,36,x,x,x,x,x,x,x,x,x
59151905010,DB,Surrey,0.2367,345,108,103,x,x,x,x,x,x,x,x,x
59151906001,DB,Surrey,0.04434,99,33,30,x,x,x,x,x,x,x,x,x
59151906002,DB,Surrey,0.0417,155,43,43,x,x,x,x,x,x,x,x,x
59151906003,DB,Surrey,0.02176,64,24,23,x,x,x,x,x,x,x,x,x
59151906004,DB,Surrey,0.02106,55,23,21,x,x,x,x,x,x,x,x,x
59151906005,DB,Surrey,0.01058,32,11,11,x,x,x,x,x,x,x,x,x
59151906006,DB,Surrey,0.01899,70,24,21,x,x,x,x,x,x,x,x,x
59151906007,DB,Surrey,0.07305,140,48,43,x,x,x,x,x,x,x,x,x
59151907001,DB,Surrey,0.02892,99,35,32,x,x,x,x,x,x,x,x,x
59151907002,DB,Surrey,0.02024,74,26,26,x,x,x,x,x,x,x,x,x
59151907003,DB,Surrey,0.04239,101,28,25,x,x,x,x,x,x,x,x,x
59151907004,DB,Surrey,0.01932,71,27,23,x,x,x,x,x,x,x,x,x
59151907005,DB,Surrey,0.02011,78,24,24,x,x,x,x,x,x,x,x,x
59151907006,DB,Surrey,0.04096,113,38,34,x,x,x,x,x,x,x,x,x
59151907007,DB,Surrey,0.03805,98,36,34,x,x,x,x,x,x,x,x,x
59151908001,DB,Surrey,0.01336,59,16,16,x,x,x,x,x,x,x,x,x
59151908002,DB,Surrey,0.01249,31,11,11,x,x,x,x,x,x,x,x,x
59151908005,DB,Surrey,0.01979,45,15,15,x,x,x,x,x,x,x,x,x
59151908006,DB,Surrey,0.02368,46,14,13,x,x,x,x,x,x,x,x,x
59151908007,DB,Surrey,0.02352,73,26,23,x,x,x,x,x,x,x,x,x
59151908008,DB,Surrey,0.01652,41,11,11,x,x,x,x,x,x,x,x,x
59151908009,DB,Surrey,0.03153,89,24,23,x,x,x,x,x,x,x,x,x
59151908010,DB,Surrey,0.03909,73,32,27,x,x,x,x,x,x,x,x,x
59151908011,DB,Surrey,0.04506,114,37,37,x,x,x,x,x,x,x,x,x
59151909001,DB,Surrey,0.01955,54,19,19,x,x,x,x,x,x,x,x,x
59151909004,DB,Surrey,0.02668,74,23,22,x,x,x,x,x,x,x,x,x
59151909006,DB,Surrey,0.0286,68,25,24,x,x,x,x,x,x,x,x,x
59151909009,DB,Surrey,0.02814,69,25,21,x,x,x,x,x,x,x,x,x
59151909010,DB,Surrey,0.04137,109,38,37,x,x,x,x,x,x,x,x,x
59151909011,DB,Surrey,0.06762,184,60,52,x,x,x,x,x,x,x,x,x
59151910003,DB,Surrey,0.02102,72,23,23,x,x,x,x,x,x,x,x,x
59151910004,DB,Surrey,0.01993,81,27,27,x,x,x,x,x,x,x,x,x
59151910008,DB,Surrey,0.01309,46,14,14,x,x,x,x,x,x,x,x,x
59151910012,DB,Surrey,0.02351,61,27,26,x,x,x,x,x,x,x,x,x
59151910013,DB,Surrey,0.03842,93,32,31,x,x,x,x,x,x,x,x,x
59151910015,DB,Surrey,0.08082,158,63,61,x,x,x,x,x,x,x,x,x
59151910016,DB,Surrey,0.02634,44,15,15,x,x,x,x,x,x,x,x,x
59151911001,DB,Surrey,0.02392,10,3,3,x,x,x,x,x,x,x,x,x
59151911003,DB,Surrey,0.01864,68,25,22,x,x,x,x,x,x,x,x,x
59151911004,DB,Surrey,0.01855,51,18,18,x,x,x,x,x,x,x,x,x
59151911005,DB,Surrey,0.01585,34,16,16,x,x,x,x,x,x,x,x,x
59151911009,DB,Surrey,0.04016,120,36,30,x,x,x,x,x,x,x,x,x
59151911015,DB,Surrey,0.01036,33,13,10,x,x,x,x,x,x,x,x,x
59151911017,DB,Surrey,0.00133,0,0,0,x,x,x,x,x,x,x,x,x
59151911018,DB,Surrey,0.57962,482,195,181,x,x,x,x,x,x,x,x,x
59151912003,DB,Surrey,0.01106,0,1,0,x,x,x,x,x,x,x,x,x
59151912008,DB,Surrey,0.0248,98,33,29,x,x,x,x,x,x,x,x,x
59151912015,DB,Surrey,0.04521,80,27,25,x,x,x,x,x,x,x,x,x
59151912016,DB,Surrey,0.01918,72,22,22,x,x,x,x,x,x,x,x,x
59151912017,DB,Surrey,0.01501,68,19,18,x,x,x,x,x,x,x,x,x
59151912020,DB,Surrey,0.28572,0,0,0,x,x,x,x,x,x,x,x,x
59151912022,DB,Surrey,0.29285,354,129,113,x,x,x,x,x,x,x,x,x
59151913002,DB,Surrey,0.02435,10,3,3,x,x,x,x,x,x,x,x,x
59151913003,DB,Surrey,0.02733,83,28,27,x,x,x,x,x,x,x,x,x
59151913004,DB,Surrey,0.02103,0,0,0,x,x,x,x,x,x,x,x,x
59151913011,DB,Surrey,0.05245,75,27,25,x,x,x,x,x,x,x,x,x
59151913020,DB,Surrey,0.02565,0,2,2,x,x,x,x,x,x,x,x,x
59151913021,DB,Surrey,0.15645,284,99,91,x,x,x,x,x,x,x,x,x
59151913022,DB,Surrey,0.05293,0,0,0,x,x,x,x,x,x,x,x,x
59151913023,DB,Surrey,4.30084,10,9,8,x,x,x,x,x,x,x,x,x
59151913024,DB,Surrey,0.00048,0,0,0,x,x,x,x,x,x,x,x,x
59151913025,DB,Surrey,0.00417,0,0,0,x,x,x,x,x,x,x,x,x
59151914002,DB,Surrey,0.02071,71,23,23,x,x,x,x,x,x,x,x,x
59151914003,DB,Surrey,0.02183,65,24,23,x,x,x,x,x,x,x,x,x
59151914005,DB,Surrey,0.04326,111,39,38,x,x,x,x,x,x,x,x,x
59151914006,DB,Surrey,0.02132,61,25,24,x,x,x,x,x,x,x,x,x
59151914007,DB,Surrey,0.02081,51,14,13,x,x,x,x,x,x,x,x,x
59151914008,DB,Surrey,0.10928,169,63,57,x,x,x,x,x,x,x,x,x
59151915001,DB,Surrey,0.0212,68,19,19,x,x,x,x,x,x,x,x,x
59151915002,DB,Surrey,0.08496,144,57,52,x,x,x,x,x,x,x,x,x
59151915003,DB,Surrey,0.06168,224,71,69,x,x,x,x,x,x,x,x,x
59151915004,DB,Surrey,0.06877,146,49,43,x,x,x,x,x,x,x,x,x
59151915005,DB,Surrey,0.02473,57,18,17,x,x,x,x,x,x,x,x,x
59151916001,DB,Surrey,0.04236,100,42,41,x,x,x,x,x,x,x,x,x
59151916004,DB,Surrey,0.01722,57,22,17,x,x,x,x,x,x,x,x,x
59151916005,DB,Surrey,0.03243,79,28,24,x,x,x,x,x,x,x,x,x
59151916006,DB,Surrey,0.02122,58,23,22,x,x,x,x,x,x,x,x,x
59151916008,DB,Surrey,0.00539,5,2,2,x,x,x,x,x,x,x,x,x
59151916009,DB,Surrey,0.02182,75,24,24,x,x,x,x,x,x,x,x,x
59151916011,DB,Surrey,0.08959,230,91,80,x,x,x,x,x,x,x,x,x
59151916012,DB,Surrey,0.00394,0,0,0,x,x,x,x,x,x,x,x,x
59151917001,DB,Surrey,0.0214,41,18,16,x,x,x,x,x,x,x,x,x
59151917002,DB,Surrey,0.03222,347,119,110,x,x,x,x,x,x,x,x,x
59151917003,DB,Surrey,0.06025,131,52,50,x,x,x,x,x,x,x,x,x
59151917004,DB,Surrey,0.01772,77,25,23,x,x,x,x,x,x,x,x,x
59151918001,DB,Surrey,0.01743,72,26,26,x,x,x,x,x,x,x,x,x
59151918002,DB,Surrey,0.02778,0,0,0,x,x,x,x,x,x,x,x,x
59151918003,DB,Surrey,0.01156,18,7,6,x,x,x,x,x,x,x,x,x
59151918004,DB,Surrey,0.01307,5,3,3,x,x,x,x,x,x,x,x,x
59151918006,DB,Surrey,0.02283,69,26,25,x,x,x,x,x,x,x,x,x
59151918007,DB,Surrey,0.02145,70,27,25,x,x,x,x,x,x,x,x,x
59151918008,DB,Surrey,0.02099,87,28,27,x,x,x,x,x,x,x,x,x
59151918010,DB,Surrey,0.10677,270,130,123,x,x,x,x,x,x,x,x,x
59151919003,DB,Surrey,0.00747,25,9,7,x,x,x,x,x,x,x,x,x
59151919004,DB,Surrey,0.06679,156,54,52,x,x,x,x,x,x,x,x,x
59151919005,DB,Surrey,0.01787,53,16,16,x,x,x,x,x,x,x,x,x
59151919006,DB,Surrey,0.04408,123,64,54,x,x,x,x,x,x,x,x,x
59151919009,DB,Surrey,0.05148,213,130,108,x,x,x,x,x,x,x,x,x
59151919010,DB,Surrey,0.03481,149,30,25,x,x,x,x,x,x,x,x,x
59151919011,DB,Surrey,0.03419,285,51,50,x,x,x,x,x,x,x,x,x
59151920013,DB,Surrey,0.00108,0,0,0,x,x,x,x,x,x,x,x,x
59151920017,DB,Surrey,0.02363,505,277,269,x,x,x,x,x,x,x,x,x
59151920018,DB,Surrey,0.03876,149,75,69,x,x,x,x,x,x,x,x,x
59151921003,DB,Surrey,0.04891,160,59,52,x,x,x,x,x,x,x,x,x
59151921004,DB,Surrey,0.00411,270,144,140,x,x,x,x,x,x,x,x,x
59151921005,DB,Surrey,0.12553,613,315,292,x,x,x,x,x,x,x,x,x
59151921007,DB,Surrey,0.00223,0,0,0,x,x,x,x,x,x,x,x,x
59151922003,DB,Surrey,0.02133,134,46,45,x,x,x,x,x,x,x,x,x
59151922004,DB,Surrey,0.02102,93,41,34,x,x,x,x,x,x,x,x,x
59151922007,DB,Surrey,0.04834,206,68,60,x,x,x,x,x,x,x,x,x
59151922008,DB,Surrey,0.06579,221,68,60,x,x,x,x,x,x,x,x,x
59151922009,DB,Surrey,0.02146,82,32,29,x,x,x,x,x,x,x,x,x
59151922010,DB,Surrey,0.02129,78,29,24,x,x,x,x,x,x,x,x,x
59151923004,DB,Surrey,0.02145,35,20,15,x,x,x,x,x,x,x,x,x
59151923007,DB,Surrey,0.02222,109,31,30,x,x,x,x,x,x,x,x,x
59151923011,DB,Surrey,0.00251,0,0,0,x,x,x,x,x,x,x,x,x
59151923019,DB,Surrey,0.02079,57,22,20,x,x,x,x,x,x,x,x,x
59151923020,DB,Surrey,0.02284,130,44,43,x,x,x,x,x,x,x,x,x
59151923021,DB,Surrey,0.1219,163,71,62,x,x,x,x,x,x,x,x,x
59151923022,DB,Surrey,0.022,66,28,25,x,x,x,x,x,x,x,x,x
59151923023,DB,Surrey,0.09385,200,57,51,x,x,x,x,x,x,x,x,x
59151924002,DB,Surrey,0.02116,67,29,25,x,x,x,x,x,x,x,x,x
59151924004,DB,Surrey,0.02097,77,25,24,x,x,x,x,x,x,x,x,x
59151924005,DB,Surrey,0.02113,101,33,32,x,x,x,x,x,x,x,x,x
59151924010,DB,Surrey,0.09639,161,60,56,x,x,x,x,x,x,x,x,x
59151924011,DB,Surrey,0.0406,142,57,49,x,x,x,x,x,x,x,x,x
59151924012,DB,Surrey,0.02578,64,24,23,x,x,x,x,x,x,x,x,x
59151925002,DB,Surrey,0.01787,67,21,19,x,x,x,x,x,x,x,x,x
59151925003,DB,Surrey,0.01719,49,14,14,x,x,x,x,x,x,x,x,x
59151925004,DB,Surrey,0.01564,67,24,20,x,x,x,x,x,x,x,x,x
59151925005,DB,Surrey,0.02854,120,38,36,x,x,x,x,x,x,x,x,x
59151925006,DB,Surrey,0.01999,83,29,25,x,x,x,x,x,x,x,x,x
59151925007,DB,Surrey,0.01712,57,18,16,x,x,x,x,x,x,x,x,x
59151925008,DB,Surrey,0.04301,188,64,53,x,x,x,x,x,x,x,x,x
59151925009,DB,Surrey,0.0221,116,35,32,x,x,x,x,x,x,x,x,x
59151926001,DB,Surrey,0.04452,185,55,52,x,x,x,x,x,x,x,x,x
59151926002,DB,Surrey,0.03926,195,61,58,x,x,x,x,x,x,x,x,x
59151926003,DB,Surrey,0.04085,195,68,59,x,x,x,x,x,x,x,x,x
59151926004,DB,Surrey,0.01632,65,48,21,x,x,x,x,x,x,x,x,x
59151927001,DB,Surrey,0.02436,127,45,36,x,x,x,x,x,x,x,x,x
59151927002,DB,Surrey,0.0503,221,68,62,x,x,x,x,x,x,x,x,x
59151927005,DB,Surrey,0.25819,115,49,36,x,x,x,x,x,x,x,x,x
59151929001,DB,Surrey,0.07097,1075,606,559,x,x,x,x,x,x,x,x,x
59151931001,DB,Surrey,0.0291,100,40,36,x,x,x,x,x,x,x,x,x
59151931002,DB,Surrey,0.0284,105,39,37,x,x,x,x,x,x,x,x,x
59151931003,DB,Surrey,0.1061,758,492,466,x,x,x,x,x,x,x,x,x
59151931004,DB,Surrey,0.02329,0,0,0,x,x,x,x,x,x,x,x,x
59151931005,DB,Surrey,0.05945,0,0,0,x,x,x,x,x,x,x,x,x
59151931006,DB,Surrey,0.05187,59,20,15,x,x,x,x,x,x,x,x,x
59151931009,DB,Surrey,0.0146,23,17,13,x,x,x,x,x,x,x,x,x
59151931010,DB,Surrey,0.01619,0,0,0,x,x,x,x,x,x,x,x,x
59151931011,DB,Surrey,0.03626,501,348,264,x,x,x,x,x,x,x,x,x
59151931013,DB,Surrey,0.02701,0,0,0,x,x,x,x,x,x,x,x,x
59151931014,DB,Surrey,0.00523,0,0,0,x,x,x,x,x,x,x,x,x
59151931015,DB,Surrey,0.00229,0,0,0,x,x,x,x,x,x,x,x,x
59151931016,DB,Surrey,0.06662,10,10,9,x,x,x,x,x,x,x,x,x
59151932001,DB,Surrey,0.03378,16,0,0,x,x,x,x,x,x,x,x,x
59151932002,DB,Surrey,0.06954,100,31,28,x,x,x,x,x,x,x,x,x
59151932003,DB,Surrey,0.03398,78,33,30,x,x,x,x,x,x,x,x,x
59151932004,DB,Surrey,0.03359,117,46,44,x,x,x,x,x,x,x,x,x
59151932005,DB,Surrey,0.03259,668,421,395,x,x,x,x,x,x,x,x,x
59151932006,DB,Surrey,0.0201,81,26,21,x,x,x,x,x,x,x,x,x
59151932012,DB,Surrey,0.03787,19,14,14,x,x,x,x,x,x,x,x,x
59151932013,DB,Surrey,0.0299,20,9,9,x,x,x,x,x,x,x,x,x
59151932014,DB,Surrey,0.0388,21,10,9,x,x,x,x,x,x,x,x,x
59151933003,DB,Surrey,0.16183,1191,509,490,x,x,x,x,x,x,x,x,x
59151934001,DB,Surrey,0.0824,156,54,48,x,x,x,x,x,x,x,x,x
59151934002,DB,Surrey,0.16688,479,209,198,x,x,x,x,x,x,x,x,x
59151934003,DB,Surrey,0.06003,43,19,18,x,x,x,x,x,x,x,x,x
59151935001,DB,Surrey,0.0413,195,61,57,x,x,x,x,x,x,x,x,x
59151935002,DB,Surrey,0.04274,178,61,56,x,x,x,x,x,x,x,x,x
59151935003,DB,Surrey,0.03983,186,67,58,x,x,x,x,x,x,x,x,x
59151936001,DB,Surrey,0.39154,1153,355,341,x,x,x,x,x,x,x,x,x
59151937001,DB,Surrey,0.12101,383,115,113,x,x,x,x,x,x,x,x,x
59151937002,DB,Surrey,0.04117,198,50,49,x,x,x,x,x,x,x,x,x
59151938001,DB,Surrey,0.037,126,46,36,x,x,x,x,x,x,x,x,x
59151938002,DB,Surrey,0.03784,153,64,48,x,x,x,x,x,x,x,x,x
59151938003,DB,Surrey,0.03617,139,54,42,x,x,x,x,x,x,x,x,x
59151938004,DB,Surrey,0.03848,149,59,46,x,x,x,x,x,x,x,x,x
59151938005,DB,Surrey,0.10132,388,134,115,x,x,x,x,x,x,x,x,x
59151939001,DB,Surrey,0.20901,659,227,210,x,x,x,x,x,x,x,x,x
59151940001,DB,Surrey,0.2404,407,140,129,x,x,x,x,x,x,x,x,x
59151941001,DB,Surrey,0.07203,43,14,14,x,x,x,x,x,x,x,x,x
59151941002,DB,Surrey,0.02292,68,23,22,x,x,x,x,x,x,x,x,x
59151941003,DB,Surrey,0.25442,91,27,27,x,x,x,x,x,x,x,x,x
59151941004,DB,Surrey,1.25837,0,0,0,x,x,x,x,x,x,x,x,x
59151941005,DB,Surrey,0.03434,119,45,39,x,x,x,x,x,x,x,x,x
59151941006,DB,Surrey,0.03475,131,41,41,x,x,x,x,x,x,x,x,x
59151942001,DB,Surrey,0.01948,123,29,27,x,x,x,x,x,x,x,x,x
59151942002,DB,Surrey,0.05144,32,9,7,x,x,x,x,x,x,x,x,x
59151942003,DB,Surrey,0.01958,86,22,20,x,x,x,x,x,x,x,x,x
59151942004,DB,Surrey,0.0608,311,93,80,x,x,x,x,x,x,x,x,x
59151942005,DB,Surrey,0.01961,47,18,14,x,x,x,x,x,x,x,x,x
59151943001,DB,Surrey,0.15898,540,219,210,x,x,x,x,x,x,x,x,x
59151944001,DB,Surrey,0.02262,5,1,1,x,x,x,x,x,x,x,x,x
59151944002,DB,Surrey,0.02001,271,80,78,x,x,x,x,x,x,x,x,x
59151944003,DB,Surrey,0.01952,102,27,25,x,x,x,x,x,x,x,x,x
59151944004,DB,Surrey,0.02167,48,19,18,x,x,x,x,x,x,x,x,x
59151944005,DB,Surrey,0.01151,27,6,6,x,x,x,x,x,x,x,x,x
59151944007,DB,Surrey,0.02972,526,192,185,x,x,x,x,x,x,x,x,x
59151944008,DB,Surrey,0.04234,250,71,70,x,x,x,x,x,x,x,x,x
59151945001,DB,Surrey,0.02273,23,12,9,x,x,x,x,x,x,x,x,x
59151945002,DB,Surrey,0.02047,99,30,28,x,x,x,x,x,x,x,x,x
59151945003,DB,Surrey,0.03082,166,55,51,x,x,x,x,x,x,x,x,x
59151945004,DB,Surrey,0.02035,120,28,28,x,x,x,x,x,x,x,x,x
59151945005,DB,Surrey,0.04438,101,33,30,x,x,x,x,x,x,x,x,x
59151945006,DB,Surrey,0.02679,94,23,20,x,x,x,x,x,x,x,x,x
59151948004,DB,Surrey,0.02174,50,18,17,x,x,x,x,x,x,x,x,x
59151948005,DB,Surrey,0.02748,322,182,179,x,x,x,x,x,x,x,x,x
59151948008,DB,Surrey,0.06125,19,13,12,x,x,x,x,x,x,x,x,x
59151949004,DB,Surrey,0.03063,1656,1042,938,x,x,x,x,x,x,x,x,x
59151949005,DB,Surrey,0.07326,367,163,154,x,x,x,x,x,x,x,x,x
59151950002,DB,Surrey,0.00585,246,120,118,x,x,x,x,x,x,x,x,x
59151950004,DB,Surrey,0.00658,10,7,6,x,x,x,x,x,x,x,x,x
59151950010,DB,Surrey,0.05811,0,0,0,x,x,x,x,x,x,x,x,x
59151950011,DB,Surrey,0.12441,694,278,273,x,x,x,x,x,x,x,x,x
59151951002,DB,Surrey,0.19292,1802,841,831,x,x,x,x,x,x,x,x,x
59151952001,DB,Surrey,0.02438,5,2,2,x,x,x,x,x,x,x,x,x
59151952002,DB,Surrey,0.01431,10,3,3,x,x,x,x,x,x,x,x,x
59151952003,DB,Surrey,0.02269,35,12,12,x,x,x,x,x,x,x,x,x
59151952006,DB,Surrey,0.09655,511,59,58,x,x,x,x,x,x,x,x,x
59151955001,DB,Surrey,0.04204,336,93,80,x,x,x,x,x,x,x,x,x
59151955002,DB,Surrey,0.0217,190,57,44,x,x,x,x,x,x,x,x,x
59151956001,DB,Surrey,0.02911,195,54,51,x,x,x,x,x,x,x,x,x
59151956002,DB,Surrey,0.11938,612,171,151,x,x,x,x,x,x,x,x,x
59151957001,DB,Surrey,0.04655,339,93,87,x,x,x,x,x,x,x,x,x
59151958001,DB,Surrey,0.05137,353,97,84,x,x,x,x,x,x,x,x,x
